City,Edition,Sport,Discipline,Athelete,NOC,Gender,Event,Event_gender,Medal,,City,Edition,Sport,Discipline,Athelete,NOC,Gender,Event,Event_gender,,
Rio de Janeiro,2016,Gymnastics,Trampoline,,,,Men,M,Gold,,London,2012,Gymnastics,Trampoline,,,,Men,M,Gold,
Rio de Janeiro,2016,Handball,Handball,,,,Women,F,Gold,,London,2012,Handball,Handball,,,,Women,F,Gold,
Rio de Janeiro,2016,Handball,Handball,,,,Men,M,Gold,,London,2012,Handball,Handball,,,,Men,M,Gold,
Rio de Janeiro,2016,Hockey,Hockey,,,,Women,F,Gold,,London,2012,Hockey,Hockey,,,,Women,F,Gold,
Rio de Janeiro,2016,Hockey,Hockey,,,,Men,M,Gold,,London,2012,Hockey,Hockey,,,,Men,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women +78 kg,F,Gold,,London,2012,Judo,Judo,,,,Women +78 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women -48 kg,F,Gold,,London,2012,Judo,Judo,,,,Women -48 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women -52 kg,F,Gold,,London,2012,Judo,Judo,,,,Women -52 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women -57 kg,F,Gold,,London,2012,Judo,Judo,,,,Women -57 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women -63 kg,F,Gold,,London,2012,Judo,Judo,,,,Women -63 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women -70 kg,F,Gold,,London,2012,Judo,Judo,,,,Women -70 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Women -78 kg,F,Gold,,London,2012,Judo,Judo,,,,Women -78 kg,F,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men +100 kg,M,Gold,,London,2012,Judo,Judo,,,,Men +100 kg,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men -100 kg,M,Gold,,London,2012,Judo,Judo,,,,Men -100 kg,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men -60 kg,M,Gold,,London,2012,Judo,Judo,,,,Men -60 kg,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men -66 kg,M,Gold,,London,2012,Judo,Judo,,,,Men -66 kg,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men -73 kg,M,Gold,,London,2012,Judo,Judo,,,,Men -73 kg,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men -81 kg,M,Gold,,London,2012,Judo,Judo,,,,Men -81 kg,M,Gold,
Rio de Janeiro,2016,Judo,Judo,,,,Men -90 kg,M,Gold,,London,2012,Judo,Judo,,,,Men -90 kg,M,Gold,
Rio de Janeiro,2016,Modern Pentathlon,Modern Pentath.,,,,Individual,F,Gold,,London,2012,Modern Pentathlon,Modern Pentath.,,,,Individual,F,Gold,
Rio de Janeiro,2016,Modern Pentathlon,Modern Pentath.,,,,Individual,M,Gold,,London,2012,Modern Pentathlon,Modern Pentath.,,,,Individual,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Lightweight Double Sculls,F,Gold,,London,2012,Rowing,Rowing,,,,Lightweight Double Sculls,F,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Double Sculls,F,Gold,,London,2012,Rowing,Rowing,,,,Double Sculls,F,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Eight,F,Gold,,London,2012,Rowing,Rowing,,,,Eight,F,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Pair,F,Gold,,London,2012,Rowing,Rowing,,,,Pair,F,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Quadruple Sculls,F,Gold,,London,2012,Rowing,Rowing,,,,Quadruple Sculls,F,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Single Sculls,F,Gold,,London,2012,Rowing,Rowing,,,,Single Sculls,F,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Lightweight Double Sculls,M,Gold,,London,2012,Rowing,Rowing,,,,Lightweight Double Sculls,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Lightweight Four,M,Gold,,London,2012,Rowing,Rowing,,,,Lightweight Four,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Double Sculls,M,Gold,,London,2012,Rowing,Rowing,,,,Double Sculls,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Eight,M,Gold,,London,2012,Rowing,Rowing,,,,Eight,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Four,M,Gold,,London,2012,Rowing,Rowing,,,,Four,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Pair,M,Gold,,London,2012,Rowing,Rowing,,,,Pair,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Quadruple Sculls,M,Gold,,London,2012,Rowing,Rowing,,,,Quadruple Sculls,M,Gold,
Rio de Janeiro,2016,Rowing,Rowing,,,,Single Sculls,M,Gold,,London,2012,Rowing,Rowing,,,,Single Sculls,M,Gold,
Rio de Janeiro,2016,Rugby Sevens,Rugby Sevens,,,,Women,F,Gold,,London,2012,Sailing,Sailing,,,,470 Women,F,Gold,
Rio de Janeiro,2016,Rugby Sevens,Rugby Sevens,,,,Men,M,Gold,,London,2012,Sailing,Sailing,,,,Elliott Women,F,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,470 Women,F,Gold,,London,2012,Sailing,Sailing,,,,Laser Radial Women,F,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,49er FX Women,F,Gold,,London,2012,Sailing,Sailing,,,,RS:X Women,F,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,Laser Radial Women,F,Gold,,London,2012,Sailing,Sailing,,,,470 Men,M,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,RS:X Women,F,Gold,,London,2012,Sailing,Sailing,,,,49er Men,M,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,470 Men,M,Gold,,London,2012,Sailing,Sailing,,,,Finn Men,M,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,49er Men,M,Gold,,London,2012,Sailing,Sailing,,,,Laser Men,M,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,Finn Men,M,Gold,,London,2012,Sailing,Sailing,,,,RS:X Men,M,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,Laser Men,M,Gold,,London,2012,Sailing,Sailing,,,,Star Men,M,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,RS:X Men,M,Gold,,London,2012,Shooting,Shooting,,,,10m Air Pistol Women,F,Gold,
Rio de Janeiro,2016,Sailing,Sailing,,,,Nacra 17 Mixed,X,Gold,,London,2012,Shooting,Shooting,,,,10m Air Rifle Women,F,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,10m Air Pistol Women,F,Gold,,London,2012,Shooting,Shooting,,,,25m Pistol Women,F,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,10m Air Rifle Women,F,Gold,,London,2012,Shooting,Shooting,,,,50m Rifle 3 Positions Women,F,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,25m Pistol Women,F,Gold,,London,2012,Shooting,Shooting,,,,Skeet Women,F,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,50m Rifle 3 Positions Women,F,Gold,,London,2012,Shooting,Shooting,,,,Trap Women,F,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,Skeet Women,F,Gold,,London,2012,Shooting,Shooting,,,,10m Air Pistol Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,Trap Women,F,Gold,,London,2012,Shooting,Shooting,,,,10m Air Rifle Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,10m Air Pistol Men,M,Gold,,London,2012,Shooting,Shooting,,,,25m Rapid Fire Pistol Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,10m Air Rifle Men,M,Gold,,London,2012,Shooting,Shooting,,,,50m Pistol Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,25m Rapid Fire Pistol Men,M,Gold,,London,2012,Shooting,Shooting,,,,50m Rifle 3 Positions Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,50m Pistol Men,M,Gold,,London,2012,Shooting,Shooting,,,,50m Rifle Prone Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,50m Rifle 3 Positions Men,M,Gold,,London,2012,Shooting,Shooting,,,,Double Trap Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,50m Rifle Prone Men,M,Gold,,London,2012,Shooting,Shooting,,,,Skeet Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,Double Trap Men,M,Gold,,London,2012,Shooting,Shooting,,,,Trap Men,M,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,Skeet Men,M,Gold,,,,Table Tennis,Table Tennis,,,,Singles,F,Gold,
Rio de Janeiro,2016,Shooting,Shooting,,,,Trap Men,M,Gold,,,,Table Tennis,Table Tennis,,,,Team,F,Gold,
Rio de Janeiro,2016,Table Tennis,Table Tennis,,,,Singles,F,Gold,,,,Table Tennis,Table Tennis,,,,Singles,M,Gold,
Rio de Janeiro,2016,Table Tennis,Table Tennis,,,,Team,F,Gold,,,,Table Tennis,Table Tennis,,,,Team,M,Gold,
Rio de Janeiro,2016,Table Tennis,Table Tennis,,,,Singles,M,Gold,,,,Taekwondo,Taekwondo,,,,+ 67 kg,F,Gold,
Rio de Janeiro,2016,Table Tennis,Table Tennis,,,,Team,M,Gold,,,,Taekwondo,Taekwondo,,,,- 49 kg,F,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,+ 67 kg,F,Gold,,,,Taekwondo,Taekwondo,,,,49 - 57 kg,F,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,- 49 kg,F,Gold,,,,Taekwondo,Taekwondo,,,,57 - 67 kg,F,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,49 - 57 kg,F,Gold,,,,Taekwondo,Taekwondo,,,,+ 80 kg,M,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,57 - 67 kg,F,Gold,,,,Taekwondo,Taekwondo,,,,- 58 kg,M,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,+ 80 kg,M,Gold,,,,Taekwondo,Taekwondo,,,,58 - 68 kg,M,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,- 58 kg,M,Gold,,,,Taekwondo,Taekwondo,,,,68 - 80 kg,M,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,58 - 68 kg,M,Gold,,,,Tennis,Tennis,,,,Doubles,F,Gold,
Rio de Janeiro,2016,Taekwondo,Taekwondo,,,,68 - 80 kg,M,Gold,,,,Tennis,Tennis,,,,Singles,F,Gold,
Rio de Janeiro,2016,Tennis,Tennis,,,,Doubles,F,Gold,,,,Tennis,Tennis,,,,Doubles,M,Gold,
Rio de Janeiro,2016,Tennis,Tennis,,,,Singles,F,Gold,,,,Tennis,Tennis,,,,Singles,M,Gold,
Rio de Janeiro,2016,Tennis,Tennis,,,,Doubles,M,Gold,,,,Tennis,Tennis,,,,Mixed Doubles,X,Gold,
Rio de Janeiro,2016,Tennis,Tennis,,,,Singles,M,Gold,,,,Triathlon,Triathlon,,,,Women,F,Gold,
Rio de Janeiro,2016,Tennis,Tennis,,,,Mixed Doubles,X,Gold,,,,Triathlon,Triathlon,,,,Men,M,Gold,
Rio de Janeiro,2016,Triathlon,Triathlon,,,,Women,F,Gold,,,,Volleyball,Beach volley.,,,,Women,F,Gold,
Rio de Janeiro,2016,Triathlon,Triathlon,,,,Men,M,Gold,,,,Volleyball,Beach volley.,,,,Men,M,Gold,
Rio de Janeiro,2016,Volleyball,Beach volley.,,,,Women,F,Gold,,,,Volleyball,Volleyball,,,,Women,F,Gold,
Rio de Janeiro,2016,Volleyball,Beach volley.,,,,Men,M,Gold,,,,Volleyball,Volleyball,,,,Men,M,Gold,
Rio de Janeiro,2016,Volleyball,Volleyball,,,,Women,F,Gold,,,,Weightlifting,Weightlifting,,,,+75kg,F,Gold,
Rio de Janeiro,2016,Volleyball,Volleyball,,,,Men,M,Gold,,,,Weightlifting,Weightlifting,,,,48kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,+75kg,F,Gold,,,,Weightlifting,Weightlifting,,,,53kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,48kg,F,Gold,,,,Weightlifting,Weightlifting,,,,58kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,53kg,F,Gold,,,,Weightlifting,Weightlifting,,,,63kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,58kg,F,Gold,,,,Weightlifting,Weightlifting,,,,69kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,63kg,F,Gold,,,,Weightlifting,Weightlifting,,,,75kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,69kg,F,Gold,,,,Weightlifting,Weightlifting,,,,+105kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,75kg,F,Gold,,,,Weightlifting,Weightlifting,,,,105kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,+105kg,M,Gold,,,,Weightlifting,Weightlifting,,,,56kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,105kg,M,Gold,,,,Weightlifting,Weightlifting,,,,62kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,56kg,M,Gold,,,,Weightlifting,Weightlifting,,,,69kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,62kg,M,Gold,,,,Weightlifting,Weightlifting,,,,77kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,69kg,M,Gold,,,,Weightlifting,Weightlifting,,,,85kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,77kg,M,Gold,,,,Weightlifting,Weightlifting,,,,94kg,M,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,85kg,M,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 48 kg,F,Gold,
Rio de Janeiro,2016,Weightlifting,Weightlifting,,,,94kg,M,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 55 kg,F,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 48 kg,F,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 63 kg,F,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 53 kg,F,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 72 kg,F,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 58 kg,F,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 55 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 63 kg,F,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 60 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 69 kg,F,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 66 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 75 kg,F,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 74 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 125 kg,M,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 84 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 57 kg,M,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 96 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 65 kg,M,Gold,,,,Wrestling,Wrestling Free.,,,,Freestyle 120 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 74 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 55 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 86 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 60 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Free.,,,,Freestyle 97 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 66 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 130 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 74 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 59 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 84 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 66 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 96 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 75 kg,M,Gold,,,,Wrestling,Wrestling Gre-R,,,,Greco-Roman 120 kg,M,Gold,
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 85 kg,M,Gold,,,,,,,,,,,,
Rio de Janeiro,2016,Wrestling,Wrestling Gre-R,,,,Greco-Roman 98 kg,M,Gold,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,47
